adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy
H,Ni6Y6,-0.589655314,hollow-tilt|A_B_B|FCC,L1_o,"['Ni', 'Y', 'Y']","[9, 11, 12]","['Ni', 'Ni', 'Y', 'Y', 'Ni', 'Ni', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",3,358.57,13.235,1.4166123039500689,6.691465999999999,0.5899999999999999,392.6666666666666,-0.766327430578991,2.53711707424292,0.656789493739021,8.711
H,Ni6Zn6,-0.347882713,bridge|A_A|B,L1_o,"['Ni', 'Ni']","[9, 10]","['Ni', 'Ni', 'Zn', 'Zn', 'Ni', 'Ni', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",2,309.445,7.875,1.91,7.639878,1.156,395.2,-1.10892600451354,1.37759018672494,0.908619033786183,5.126
H,Ni6Zn6,-0.020800654,hollow-tilt|A_B_B|FCC,L1_o,"['Ni', 'Zn', 'Zn']","[9, 11, 12]","['Ni', 'Ni', 'Zn', 'Zn', 'Ni', 'Ni', 'Zn', 'Zn']","[5, 6, 7, 8, 9, 10, 11, 12]",3,309.445,7.875,1.732475434269967,8.809424,0.3853333333333333,215.96666666666664,-4.9514740089413,2.9191508825382,0.967214778786128,5.126
H,Ni6Zr6,-0.0035568,top|A,L1_o,['Ni'],[9],"['Ni', 'Zr', 'Zr', 'Ni', 'Ni', 'Zr', 'Zr']","[5, 7, 8, 9, 10, 11, 12]",1,337.79999999999995,10.305,1.91,7.639878,1.156,395.2,-1.91016655498672,1.81525739525928,0.915814704202398,11.437
H,Ni6Zr6,-0.23656788,bridge|A_A|B,L1_o,"['Ni', 'Ni']","[9, 10]","['Ni', 'Ni', 'Zr', 'Zr', 'Ni', 'Ni', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.79999999999995,10.305,1.91,7.639878,1.156,395.2,-1.91080725186524,1.81528938797093,0.915850813783529,11.437
H,Ni6Zr6,-0.712609816,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[11, 12]","['Ni', 'Ni', 'Zr', 'Zr', 'Ni', 'Ni', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.79999999999995,10.305,1.33,6.634126,0.426,601.0,-0.506194255476175,2.89793456974326,0.450454299224819,11.437
H,Ni6Zr6,-0.630499465,hollow|A_B_B|FCC,L1_o,"['Ni', 'Zr', 'Zr']","[10, 11, 12]","['Ni', 'Ni', 'Zr', 'Zr', 'Ni', 'Ni', 'Zr', 'Zr']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.79999999999995,10.305,1.5005329957730904,6.969376666666666,0.6693333333333333,532.4,-1.12919365791109,2.57350690577452,0.656807215489872,11.437
H,Os6Pd6,-0.365895288,hollow|A_A_B|FCC,L1_o,"['Pd', 'Os', 'Os']","[9, 11, 12]","['Pd', 'Pd', 'Os', 'Os', 'Pd', 'Pd', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.255,8.49,2.2,8.404433000000001,0.9206666666666669,572.9,-1.85514292455775,3.3336877464267,0.775836999286697,13.63
H,Os6Pd6,-0.340982722,hollow|A_B_B|HCP,L1_o,"['Pd', 'Pd', 'Os']","[9, 10, 11]","['Pd', 'Pd', 'Os', 'Os', 'Pd', 'Pd', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.255,8.49,2.2,8.370636,0.7413333333333334,484.8,-2.14357340787074,3.04112262540457,0.849379029517057,13.63
H,Os6Pd6,-0.151363595,hollow|A_B_B|FCC,L1_o,"['Pd', 'Pd', 'Os']","[9, 10, 12]","['Pd', 'Pd', 'Os', 'Os', 'Pd', 'Pd', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.255,8.49,2.2,8.370636,0.7413333333333334,484.8,-2.14357916027066,3.04111881234524,0.849381676100636,13.63
H,Os6Pd6,-0.339129355,hollow-tilt|A_A_B|HCP,L1_o,"['Pd', 'Os', 'Os']","[10, 11, 12]","['Pd', 'Pd', 'Os', 'Os', 'Pd', 'Pd', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,331.255,8.49,2.2,8.404433000000001,0.9206666666666669,572.9,-1.85513614379104,3.33369604405202,0.775835627605852,13.63
H,Os6Pt6,-0.308441036,top|A,L1_o,['Os'],[9],"['Os', 'Pt', 'Pt', 'Os', 'Os', 'Pt', 'Pt']","[6, 7, 8, 9, 10, 11, 12]",1,332.93,8.754999999999999,2.2,8.43823,1.1,661.0,-1.68865711780054,3.57939246126995,0.700176982187614,15.06
H,Os6Pt6,-0.249312332,bridge|A_A|B,L1_o,"['Os', 'Os']","[9, 10]","['Os', 'Os', 'Pt', 'Pt', 'Os', 'Os', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,332.93,8.754999999999999,2.2,8.43823,1.1,661.0,-1.68828532447778,3.57932349618981,0.700095659560117,15.06
H,Os6Pt6,-0.249060082,bridge|B_B|A,L1_o,"['Pt', 'Pt']","[11, 12]","['Os', 'Os', 'Pt', 'Pt', 'Os', 'Os', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,332.93,8.754999999999999,2.28,8.95883,2.128,510.0,-2.94801155640521,3.46496567444983,0.892680290522433,15.06
H,Os6Pt6,-0.028174803,hollow|A_A_B|FCC,L1_o,"['Os', 'Os', 'Pt']","[9, 10, 12]","['Os', 'Os', 'Pt', 'Pt', 'Os', 'Os', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,332.93,8.754999999999999,2.226349810093037,8.611763333333332,1.4426666666666668,610.6666666666666,-2.11476300178098,3.59077273122576,0.765300187688675,15.06
H,Os6Pt6,-0.027806633,hollow|A_B_B|FCC,L1_o,"['Os', 'Pt', 'Pt']","[9, 11, 12]","['Os', 'Os', 'Pt', 'Pt', 'Os', 'Os', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,332.93,8.754999999999999,2.2530152167733184,8.785296666666667,1.7853333333333332,560.3333333333333,-2.53471208480091,3.55256204478319,0.829505990108648,15.06
H,Os6Re6,-0.350751745,bridge|B_B|A,L1_o,"['Re', 'Re']","[9, 10]","['Re', 'Re', 'Os', 'Os', 'Re', 'Re', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,274.77,8.64,1.9,7.83352,0.15,738.0,-1.53619046245433,5.79544293461431,0.650561275656132,18.26
H,Os6Re6,-0.346376154,hollow|A_A_B|HCP,L1_o,"['Re', 'Os', 'Os']","[10, 11, 12]","['Re', 'Re', 'Os', 'Os', 'Re', 'Re', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,274.77,8.64,2.095075384189983,8.23666,0.7833333333333333,686.6666666666666,-1.77436609649459,5.39071086365481,0.712627049207093,18.26
H,Os6Re6,-0.381025906,hollow|A_A_B|FCC,L1_o,"['Re', 'Os', 'Os']","[9, 11, 12]","['Re', 'Re', 'Os', 'Os', 'Re', 'Re', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,274.77,8.64,2.095075384189983,8.23666,0.7833333333333333,686.6666666666666,-1.77442012643034,5.39073869032809,0.712634581770958,18.26
H,Os6Re6,-0.425789177,hollow|A_B_B|HCP,L1_o,"['Re', 'Re', 'Os']","[9, 10, 11]","['Re', 'Re', 'Os', 'Os', 'Re', 'Re', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,274.77,8.64,1.9951549388358207,8.03509,0.4666666666666667,712.3333333333333,-1.65660301416308,5.59604836970505,0.681926917125488,18.26
H,Os6Re6,-0.454778144,hollow|A_B_B|FCC,L1_o,"['Re', 'Re', 'Os']","[9, 10, 12]","['Re', 'Re', 'Os', 'Os', 'Re', 'Re', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,274.77,8.64,1.9951549388358207,8.03509,0.4666666666666667,712.3333333333333,-1.65660140397886,5.59603842321164,0.681927369201647,18.26
H,Os6Rh6,-0.301764179,bridge|A_A|B,L1_o,"['Os', 'Os']","[11, 12]","['Rh', 'Rh', 'Os', 'Os', 'Rh', 'Rh', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,326.89,8.35,2.2,8.43823,1.1,661.0,-1.78660672357826,4.92119691119978,0.700511441304712,16.72
H,Os6Rh6,0.050476709,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Os', 'Os', 'Rh', 'Rh', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,326.89,8.35,2.28,7.4589,1.137,516.7,-2.1657011695271,3.95835000483672,0.813141603886827,16.72
H,Os6Rh6,-0.220711671,bridge|A_B|A,L1_o,"['Rh', 'Os']","[10, 11]","['Rh', 'Rh', 'Os', 'Os', 'Rh', 'Rh', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,326.89,8.35,2.239642828667107,7.948565,1.1185,588.85,-1.97663948320365,4.46831209719345,0.756985181277753,16.72
H,Os6Rh6,-0.109376838,bridge|A_B|B,L1_o,"['Rh', 'Os']","[10, 12]","['Rh', 'Rh', 'Os', 'Os', 'Rh', 'Rh', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,326.89,8.35,2.239642828667107,7.948565,1.1185,588.85,-1.97667143955258,4.46831187956276,0.756988735826188,16.72
H,Os6Rh6,-0.325144744,hollow|A_A_B|FCC,L1_o,"['Rh', 'Os', 'Os']","[9, 11, 12]","['Rh', 'Rh', 'Os', 'Os', 'Rh', 'Rh', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,326.89,8.35,2.226349810093037,8.111786666666667,1.1123333333333334,612.9,-1.91350216903088,4.62490555405998,0.738204956517233,16.72
H,Os6Rh6,-0.224818004,hollow|A_B_B|HCP,L1_o,"['Rh', 'Rh', 'Os']","[9, 10, 11]","['Rh', 'Rh', 'Os', 'Os', 'Rh', 'Rh', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,326.89,8.35,2.2530152167733184,7.785343333333333,1.1246666666666667,564.8,-2.0398130770346,4.30572755827458,0.775744305811416,16.72
H,Os6Rh6,-0.182173548,hollow|A_B_B|FCC,L1_o,"['Rh', 'Rh', 'Os']","[9, 10, 12]","['Rh', 'Rh', 'Os', 'Os', 'Rh', 'Rh', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,326.89,8.35,2.2530152167733184,7.785343333333333,1.1246666666666667,564.8,-2.03983004920647,4.30570285620831,0.775746762848776,16.72
H,Os6Ru6,-0.294274654,bridge|A_A|B,L1_o,"['Os', 'Os']","[11, 12]","['Ru', 'Ru', 'Os', 'Os', 'Ru', 'Ru', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,272.015,8.295,2.2,8.43823,1.1,661.0,-1.83276979687241,5.01943028537167,0.716591226583505,7.678
H,Os6Ru6,-0.158265218,bridge|B_B|A,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Os', 'Os', 'Ru', 'Ru', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,272.015,8.295,2.2,7.3605,1.05,605.7,-1.66086240481615,4.4380316568864,0.736528877322428,7.678
H,Os6Ru6,-0.269828627,bridge|A_B|A,L1_o,"['Ru', 'Os']","[10, 11]","['Ru', 'Ru', 'Os', 'Os', 'Ru', 'Ru', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,272.015,8.295,2.2,7.899365,1.0750000000000002,633.35,-1.74652842868473,4.73779033573486,0.726570983698612,7.678
H,Os6Ru6,-0.313083434,hollow|A_A_B|HCP,L1_o,"['Ru', 'Os', 'Os']","[10, 11, 12]","['Ru', 'Ru', 'Os', 'Os', 'Ru', 'Ru', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,272.015,8.295,2.2,8.078986666666667,1.0833333333333337,642.5666666666666,-1.77536856728006,4.83349338399455,0.723262109054525,7.678
H,Os6Ru6,-0.368532615,hollow|A_A_B|FCC,L1_o,"['Ru', 'Os', 'Os']","[9, 11, 12]","['Ru', 'Ru', 'Os', 'Os', 'Ru', 'Ru', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,272.015,8.295,2.2,8.078986666666667,1.0833333333333337,642.5666666666666,-1.77531099884511,4.83356121247499,0.723248544992696,7.678
H,Os6Ru6,-0.334942611,hollow|A_B_B|HCP,L1_o,"['Ru', 'Ru', 'Os']","[9, 10, 11]","['Ru', 'Ru', 'Os', 'Os', 'Ru', 'Ru', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,272.015,8.295,2.2,7.719743333333334,1.0666666666666669,624.1333333333333,-1.71788561674078,4.64001466439023,0.729886150861504,7.678
H,Os6Ru6,-0.354322695,hollow|A_B_B|FCC,L1_o,"['Ru', 'Ru', 'Os']","[9, 10, 12]","['Ru', 'Ru', 'Os', 'Os', 'Ru', 'Ru', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,272.015,8.295,2.2,7.719743333333334,1.0666666666666669,624.1333333333333,-1.71811692184559,4.63995362855775,0.729919066623709,7.678
H,Os6Sc6,-0.88748255,bridge|A_A|B,L1_o,"['Os', 'Os']","[11, 12]","['Sc', 'Sc', 'Os', 'Os', 'Sc', 'Sc', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,302.17,11.71,2.2,8.43823,1.1,661.0,-1.20138151693659,3.20718461528364,0.83571594884731,19.18
H,Os6Sc6,-0.234035861,bridge|B_B|A,L1_o,"['Sc', 'Sc']","[9, 10]","['Sc', 'Sc', 'Os', 'Os', 'Sc', 'Sc', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,302.17,11.71,1.36,6.56149,0.188,334.0,0.176988708861325,6.07809260157945,0.3501960237845,19.18
H,Os6Sc6,-0.988705904,hollow|A_B_B|FCC,L1_o,"['Sc', 'Sc', 'Os']","[9, 10, 11]","['Sc', 'Sc', 'Os', 'Os', 'Sc', 'Sc', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,302.17,11.71,1.5964923157138766,7.18707,0.492,443.0,-0.445609562985361,5.0369894357638,0.569518427506277,19.18
H,Os6Ta6,0.072454255,top|B,L1_o,['Ta'],[10],"['Ta', 'Ta', 'Os', 'Ta', 'Ta', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,301.785,9.635,1.5,7.549571,0.322,771.0,-0.415598603769382,6.64478310298348,0.424499974555458,4.369
H,Os6Ta6,-0.278117758,hollow|A_A_B|HCP,L1_o,"['Ta', 'Os', 'Os']","[10, 11, 12]","['Ta', 'Ta', 'Os', 'Os', 'Ta', 'Ta', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.785,9.635,1.9363277681965976,8.142010333333333,0.8406666666666667,697.6666666666666,-1.2550265112539,5.62219998000254,0.636922011041413,4.369
H,Os6Ta6,-0.592111277,hollow|A_B_B|FCC,L1_o,"['Ta', 'Ta', 'Os']","[9, 10, 12]","['Ta', 'Ta', 'Os', 'Os', 'Ta', 'Ta', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,301.785,9.635,1.704256920858735,7.845790666666667,0.5813333333333334,734.3333333333333,-0.842609788733354,6.1599508136125,0.532551107929441,4.369
H,Os6Tc6,-0.097838803,top|A,L1_o,['Os'],[12],"['Tc', 'Os', 'Os', 'Tc', 'Tc', 'Os', 'Os']","[6, 7, 8, 9, 10, 11, 12]",1,273.47,8.525,2.2,8.43823,1.1,661.0,-1.81848114540342,4.83298365957967,0.732331200935598,14.73
H,Os6Tc6,0.19913971,top|B,L1_o,['Tc'],[10],"['Tc', 'Tc', 'Os', 'Tc', 'Tc', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,273.47,8.525,1.9,7.11938,0.55,573.0,-1.31016701031698,4.77283061139291,0.65740193702474,14.73
H,Os6Tc6,-0.308475867,bridge|B_B|A,L1_o,"['Tc', 'Tc']","[9, 10]","['Tc', 'Tc', 'Os', 'Os', 'Tc', 'Tc', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,273.47,8.525,1.9,7.11938,0.55,573.0,-1.30985715620596,4.77280464399753,0.657352095830061,14.73
H,Os6Tc6,-0.388829859,hollow|A_A_B|HCP,L1_o,"['Tc', 'Os', 'Os']","[10, 11, 12]","['Tc', 'Tc', 'Os', 'Os', 'Tc', 'Tc', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.47,8.525,2.095075384189983,7.998613333333333,0.9166666666666666,631.6666666666666,-1.64984739916635,4.81899158896113,0.70747463829548,14.73
H,Os6Tc6,-0.420828541,hollow|A_A_B|FCC,L1_o,"['Tc', 'Os', 'Os']","[9, 11, 12]","['Tc', 'Tc', 'Os', 'Os', 'Tc', 'Tc', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.47,8.525,2.095075384189983,7.998613333333333,0.9166666666666666,631.6666666666666,-1.64963073966769,4.8189863885816,0.707440710193653,14.73
H,Os6Tc6,-0.46813077,hollow|A_B_B|HCP,L1_o,"['Tc', 'Tc', 'Os']","[9, 10, 11]","['Tc', 'Tc', 'Os', 'Os', 'Tc', 'Tc', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.47,8.525,1.9951549388358207,7.558996666666666,0.7333333333333334,602.3333333333333,-1.48023410868389,4.79927534549709,0.682460784512756,14.73
H,Os6Tc6,-0.508614643,hollow|A_B_B|FCC,L1_o,"['Tc', 'Tc', 'Os']","[9, 10, 12]","['Tc', 'Tc', 'Os', 'Os', 'Tc', 'Tc', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,273.47,8.525,1.9951549388358207,7.558996666666666,0.7333333333333334,602.3333333333333,-1.48049653383523,4.79927183222408,0.682504593953443,14.73
H,Os6Ti6,0.812446206,top|B,L1_o,['Ti'],[10],"['Ti', 'Ti', 'Os', 'Ti', 'Ti', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,284.26,9.53,1.54,6.82812,0.079,443.7,-0.241905363207377,4.88293539811937,0.409769796275953,7.852
H,Os6Ti6,-0.535664255,bridge|A_A|B,L1_o,"['Os', 'Os']","[11, 12]","['Ti', 'Ti', 'Os', 'Os', 'Ti', 'Ti', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,284.26,9.53,2.2,8.43823,1.1,661.0,-1.7832708987274,3.86773526806359,0.841280250795513,7.852
H,Os6Ti6,-0.912607093,hollow|A_A_B|FCC,L1_o,"['Ti', 'Os', 'Os']","[10, 11, 12]","['Ti', 'Ti', 'Os', 'Os', 'Ti', 'Ti', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,284.26,9.53,1.9533888038337217,7.901526666666666,0.7596666666666666,588.5666666666666,-1.33672831506234,4.24523486171444,0.716270505156306,7.852
H,Os6Ti6,-0.912795531,hollow|A_B_B|FCC,L1_o,"['Ti', 'Ti', 'Os']","[9, 10, 11]","['Ti', 'Ti', 'Os', 'Os', 'Ti', 'Ti', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,284.26,9.53,1.7344217358831535,7.364823333333334,0.4193333333333333,516.1333333333333,-0.827545364066026,4.58546486896562,0.573731992255103,7.852
H,Os6V6,-0.351946325,hollow|A_A_B|HCP,L1_o,"['V', 'Os', 'Os']","[10, 11, 12]","['V', 'V', 'Os', 'Os', 'V', 'V', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,288.22,8.370000000000001,1.99072370839209,7.874215666666666,0.9083333333333332,599.2666666666667,-1.83861147378574,4.52881381719652,0.723438482364637,13.16
H,Os6V6,-0.676193093,hollow|A_B_B|FCC,L1_o,"['V', 'V', 'Os']","[9, 10, 12]","['V', 'V', 'Os', 'Os', 'V', 'V', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,288.22,8.370000000000001,1.8013549468883434,7.310201333333333,0.7166666666666668,537.5333333333333,-1.30439898282691,4.45808307770543,0.610421908801541,13.16
H,Os6W6,0.214188558,top|B,L1_o,['W'],[10],"['W', 'W', 'Os', 'W', 'W', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,294.98,8.945,2.36,7.86403,0.81626,835.0,-1.1938515234821,6.20798498241071,0.600935680152537,8.133
H,Os6W6,-0.412194369,bridge|A_A|B,L1_o,"['Os', 'Os']","[11, 12]","['W', 'W', 'Os', 'Os', 'W', 'W', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,294.98,8.945,2.2,8.43823,1.1,661.0,-1.80878972204577,4.75327203362858,0.759850359321233,8.133
H,Os6W6,-0.392055904,bridge|B_B|A,L1_o,"['W', 'W']","[9, 10]","['W', 'W', 'Os', 'Os', 'W', 'W', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,294.98,8.945,2.36,7.86403,0.81626,835.0,-1.19393267375237,6.20811351328714,0.600946543706539,8.133
H,Os6W6,-0.509727996,hollow|A_A_B|HCP,L1_o,"['W', 'Os', 'Os']","[10, 11, 12]","['W', 'W', 'Os', 'Os', 'W', 'W', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.98,8.945,2.252090238647488,8.24683,1.00542,719.0,-1.61829705279328,5.25477228983357,0.710629609166549,8.133
H,Os6W6,-0.542144782,hollow|A_A_B|FCC,L1_o,"['W', 'Os', 'Os']","[9, 11, 12]","['W', 'W', 'Os', 'Os', 'W', 'W', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.98,8.945,2.252090238647488,8.24683,1.00542,719.0,-1.61836318886426,5.25476376688184,0.71063895752906,8.133
H,Os6W6,-0.626117752,hollow|A_B_B|HCP,L1_o,"['W', 'W', 'Os']","[9, 10, 11]","['W', 'W', 'Os', 'Os', 'W', 'W', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.98,8.945,2.305413837732408,8.05543,0.91084,777.0,-1.41394758425581,5.73775504768498,0.657806577506881,8.133
H,Os6W6,-0.641232043,hollow|A_B_B|FCC,L1_o,"['W', 'W', 'Os']","[9, 10, 12]","['W', 'W', 'Os', 'Os', 'W', 'W', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,294.98,8.945,2.305413837732408,8.05543,0.91084,777.0,-1.41392137590188,5.73771025057605,0.657804159792369,8.133
H,Os6Y6,1.157129949,top|B,L1_o,['Y'],[10],"['Y', 'Y', 'Os', 'Y', 'Y', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,319.09000000000003,14.15,1.22,6.21726,0.307,391.4,-0.314942445936837,7.55591789520425,0.407216814766672,10.48
H,Os6Y6,-0.050822702,bridge|B_B|A,L1_o,"['Y', 'Y']","[9, 10]","['Y', 'Y', 'Os', 'Os', 'Y', 'Y', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,319.09000000000003,14.15,1.22,6.21726,0.307,391.4,-0.314191420064284,7.55493125157075,0.407128861751298,10.48
H,Os6Y6,-0.942132805,4fold|A_A_B_B,L1_o,"['Y', 'Y', 'Os', 'Os']","[9, 10, 11, 12]","['Y', 'Y', 'Os', 'Os', 'Y', 'Y', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",5,319.09000000000003,14.15,1.6382917933017915,7.327745,0.7035,526.2,-0.697354576324194,5.1120790125324,0.671346830371805,10.48
H,Os6Y6,-1.025804409,hollow-tilt|A_B_B|FCC,L1_o,"['Y', 'Y', 'Os']","[9, 10, 12]","['Y', 'Y', 'Os', 'Os', 'Y', 'Y', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,319.09000000000003,14.15,1.484957807339265,6.957583333333333,0.5713333333333332,481.26666666666665,-0.596816096724152,5.85480048365505,0.602048826292994,10.48
H,Os6Zn6,-0.176737802,top|A,L1_o,['Os'],[12],"['Zn', 'Os', 'Os', 'Zn', 'Zn', 'Os', 'Os']","[6, 7, 8, 9, 10, 11, 12]",1,269.96500000000003,8.79,2.2,8.43823,1.1,661.0,-1.64051163176811,3.85666810795814,0.708996931200336,9.338
H,Os6Zn6,-0.331601053,bridge|A_A|B,L1_o,"['Os', 'Os']","[11, 12]","['Zn', 'Zn', 'Os', 'Os', 'Zn', 'Zn', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,269.96500000000003,8.79,2.2,8.43823,1.1,661.0,-1.6405293744577,3.856644308263,0.708992273177008,9.338
H,Os6Zn6,-0.33168568,bridge|B_B|A,L1_o,"['Zn', 'Zn']","[9, 10]","['Zn', 'Zn', 'Os', 'Os', 'Zn', 'Zn', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,269.96500000000003,8.79,1.65,9.394197,0.0,126.35,-7.01018397180214,1.64519660606475,0.99626995464575,9.338
H,Os6Zn6,0.219613827,hollow|A_A_B|FCC,L1_o,"['Zn', 'Os', 'Os']","[9, 11, 12]","['Zn', 'Zn', 'Os', 'Os', 'Zn', 'Zn', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,269.96500000000003,8.79,1.9988326521153537,8.756885666666667,0.7333333333333334,482.7833333333333,-3.46967654871575,4.1479015791453,0.806859393722239,9.338
H,Os6Zn6,0.220340235,hollow|A_B_B|FCC,L1_o,"['Zn', 'Zn', 'Os']","[9, 10, 12]","['Zn', 'Zn', 'Os', 'Os', 'Zn', 'Zn', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,269.96500000000003,8.79,1.8160599868920448,9.075541333333334,0.3666666666666667,304.56666666666666,-5.25916036148988,3.60706560069837,0.902590277082536,9.338
H,Os6Zn6,-0.16446642,top-tilt|B,L1_o,['Zn'],[10],"['Zn', 'Zn', 'Os', 'Zn', 'Zn', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,269.96500000000003,8.79,1.65,9.394197,0.0,126.35,-7.01016608347558,1.64524442103938,0.996268981513852,9.338
H,Os6Zr6,-0.475306956,top|A,L1_o,['Os'],[12],"['Zr', 'Os', 'Os', 'Zr', 'Zr', 'Os', 'Os']","[6, 7, 8, 9, 10, 11, 12]",1,298.32,11.22,2.2,8.43823,1.1,661.0,-1.39129298268029,3.69430185652022,0.819356810485086,5.224
H,Os6Zr6,0.775356546,top|B,L1_o,['Zr'],[10],"['Zr', 'Zr', 'Os', 'Zr', 'Zr', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,298.32,11.22,1.33,6.634126,0.426,601.0,-0.425481390044431,6.17276589625832,0.446364861433546,5.224
H,Os6Zr6,-0.565531062,bridge|A_A|B,L1_o,"['Os', 'Os']","[11, 12]","['Zr', 'Zr', 'Os', 'Os', 'Zr', 'Zr', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,298.32,11.22,2.2,8.43823,1.1,661.0,-1.39101610317195,3.69438072573822,0.81929495547174,5.224
